file,algorithm,colors_used,time_ms
g_n800_k4_32.edges,firstfit,39,30.6921
g_n800_k4_32.edges,cbip,3,6650.4653
g_n800_k4_32.edges,firstfit_luf,21,29.7387
g_n800_k4_33.edges,firstfit,32,31.7526
g_n800_k4_33.edges,cbip,2,6783.2081
g_n800_k4_33.edges,firstfit_luf,5,29.798
g_n800_k4_34.edges,firstfit,15,29.6736
g_n800_k4_34.edges,cbip,3,6704.9544
g_n800_k4_34.edges,firstfit_luf,12,29.4254
g_n800_k4_35.edges,firstfit,18,31.1668
g_n800_k4_35.edges,cbip,2,6738.9796
g_n800_k4_35.edges,firstfit_luf,29,30.4952
g_n800_k4_36.edges,firstfit,28,31.2121
g_n800_k4_36.edges,cbip,3,6845.1638
g_n800_k4_36.edges,firstfit_luf,15,30.5355
g_n800_k4_37.edges,firstfit,21,33.107
g_n800_k4_37.edges,cbip,2,6955.9715
g_n800_k4_37.edges,firstfit_luf,34,30.7229
g_n800_k4_38.edges,firstfit,40,30.9672
g_n800_k4_38.edges,cbip,3,6786.6151
g_n800_k4_38.edges,firstfit_luf,29,29.8867
g_n800_k4_39.edges,firstfit,34,30.0217
g_n800_k4_39.edges,cbip,2,6795.3353
g_n800_k4_39.edges,firstfit_luf,27,30.7367
g_n800_k4_4.edges,firstfit,19,29.7952
g_n800_k4_4.edges,cbip,2,6746.7022
g_n800_k4_4.edges,firstfit_luf,29,30.0851
g_n800_k4_40.edges,firstfit,33,31.297
g_n800_k4_40.edges,cbip,3,7165.0834
g_n800_k4_40.edges,firstfit_luf,23,29.8963
g_n800_k4_41.edges,firstfit,32,30.8766
g_n800_k4_41.edges,cbip,3,6697.5093
g_n800_k4_41.edges,firstfit_luf,19,29.5324
g_n800_k4_42.edges,firstfit,27,30.6261
g_n800_k4_42.edges,cbip,2,6599.504
g_n800_k4_42.edges,firstfit_luf,10,29.8264
g_n800_k4_43.edges,firstfit,31,34.44
g_n800_k4_43.edges,cbip,3,6768.0459
g_n800_k4_43.edges,firstfit_luf,25,28.2621
g_n800_k4_44.edges,firstfit,34,30.2076
g_n800_k4_44.edges,cbip,3,6859.7462
g_n800_k4_44.edges,firstfit_luf,23,30.0825
g_n800_k4_45.edges,firstfit,24,31.7369
g_n800_k4_45.edges,cbip,2,6777.066
g_n800_k4_45.edges,firstfit_luf,26,30.4303
g_n800_k4_46.edges,firstfit,34,31.0371
g_n800_k4_46.edges,cbip,3,6646.0907
g_n800_k4_46.edges,firstfit_luf,16,29.7909
g_n800_k4_47.edges,firstfit,29,30.8421
g_n800_k4_47.edges,cbip,2,6865.2351
g_n800_k4_47.edges,firstfit_luf,30,30.5147
g_n800_k4_48.edges,firstfit,29,30.5185
g_n800_k4_48.edges,cbip,4,6764.0109
g_n800_k4_48.edges,firstfit_luf,25,30.0949
g_n800_k4_49.edges,firstfit,17,30.7558
g_n800_k4_49.edges,cbip,3,6914.4266
g_n800_k4_49.edges,firstfit_luf,31,29.9964
g_n800_k4_5.edges,firstfit,34,30.8626
g_n800_k4_5.edges,cbip,2,7049.8555
g_n800_k4_5.edges,firstfit_luf,29,31.0416
g_n800_k4_6.edges,firstfit,33,30.4461
g_n800_k4_6.edges,cbip,2,6726.5785
g_n800_k4_6.edges,firstfit_luf,28,29.619
g_n800_k4_7.edges,firstfit,30,30.4935
g_n800_k4_7.edges,cbip,3,6762.6569
g_n800_k4_7.edges,firstfit_luf,14,30.5362
g_n800_k4_8.edges,firstfit,28,30.9334
g_n800_k4_8.edges,cbip,2,6759.7508
g_n800_k4_8.edges,firstfit_luf,31,30.4127
g_n800_k4_9.edges,firstfit,23,30.6363
g_n800_k4_9.edges,cbip,2,7429.0948
g_n800_k4_9.edges,firstfit_luf,11,30.1886
